Notes	2013 Urbanization	2013 Urbanization Code	Infant Age Groups	Infant Age Groups Code	UCD - ICD-10 130 Cause List (Infants)	UCD - ICD-10 130 Cause List (Infants) Code	Deaths	Population	Crude Rate
	Large Central Metro	1	7-27 days	7-27d	Leukemia (C91-C95)	GR130-026	14	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	23	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	53	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	66	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	57	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	149	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	21	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	118	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Diseases of the nervous system (G00-G98)	GR130-039	223	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"#Meningitis (G00,G03)"	GR130-040	88	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	126	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Diseases of the circulatory system (I00-I99)	GR130-046	366	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	120	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Cardiomyopathy (I42)	GR130-049	87	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Cerebrovascular diseases (I60-I69)	GR130-051	32	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	117	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	108	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Influenza and pneumonia (J09-J18)	GR130-055	51	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Pneumonia (J12-J18)	GR130-057	47	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	42	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Diseases of the digestive system (K00-K92)	GR130-063	190	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	85	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	20	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	85	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Diseases of the genitourinary system (N00-N95)	GR130-067	243	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	225	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	18	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	11507	22969673	0.5
	Large Central Metro	1	7-27 days	7-27d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	476	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	26	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	41	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	117	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Newborn affected by incompetent cervix (P01.0)	GR130-075	14	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	44	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Newborn affected by multiple pregnancy (P01.5)	GR130-077	44	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	15	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	231	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	159	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	28	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Newborn affected by chorioamnionitis (P02.7)	GR130-082	44	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	28	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	33	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	814	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	117	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	697	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	563	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	134	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Birth trauma (P10-P15)	GR130-092	90	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	476	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Intrauterine hypoxia (P20)	GR130-094	143	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Birth asphyxia (P21)	GR130-095	333	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Respiratory distress of newborn (P22)	GR130-096	846	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	1160	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	#Congenital pneumonia (P23)	GR130-098	274	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Neonatal aspiration syndromes (P24)	GR130-099	45	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	265	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	196	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	138	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Atelectasis (P28.0-P28.1)	GR130-103	154	22969673	0
	Large Central Metro	1	7-27 days	7-27d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	88	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Infections specific to the perinatal period (P35-P39)	GR130-105	2703	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	#Bacterial sepsis of newborn (P36)	GR130-106	2137	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	560	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	1176	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	984	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	22	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Hematological disorders (P60-P61)	GR130-113	169	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	2043	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	139	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	1579	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	5037	22969673	0.2
	Large Central Metro	1	7-27 days	7-27d	Anencephaly and similar malformations (Q00)	GR130-119	45	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Congenital hydrocephalus (Q03)	GR130-120	114	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Spina bifida (Q05)	GR130-121	11	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	264	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Congenital malformations of heart (Q20-Q24)	GR130-123	1830	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	393	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	213	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	73	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	111	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	585	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Down's syndrome (Q90)	GR130-129	59	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	563	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	353	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	251	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	172	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	1302	22969673	0.1
	Large Central Metro	1	7-27 days	7-27d	#Sudden infant death syndrome (R95)	GR130-135	662	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	640	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	15	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	470	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	365	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Transport accidents (V01-V99)	GR130-140	10	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	10	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	Accidental suffocation and strangulation in bed (W75)	GR130-146	273	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	48	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	16	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	62	22969673	0
	Large Central Metro	1	7-27 days	7-27d	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	14	22969673	Unreliable
	Large Central Metro	1	7-27 days	7-27d	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	41	22969673	0
	Large Central Metro	1	7-27 days	7-27d	#Complications of medical and surgical care (Y40-Y84)	GR130-157	23	22969673	0
	Large Central Metro	1	7-27 days	7-27d	Other external causes (Y10-Y36)	GR130-158	20	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	2897	22969673	0.1
	Large Central Metro	1	28-364 days	28-364d	Certain intestinal infectious diseases (A00-A08)	GR130-002	55	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	635	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Whooping cough (A37)	GR130-007	61	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Meningococcal infection (A39)	GR130-008	49	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Septicemia (A40-A41)	GR130-009	1392	22969673	0.1
	Large Central Metro	1	28-364 days	28-364d	Viral diseases (A80-B34)	GR130-012	456	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Human immunodeficiency virus (HIV) disease (B20-B24)	GR130-016	39	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	414	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Candidiasis (B37)	GR130-019	71	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	164	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Neoplasms (C00-D48)	GR130-023	468	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Malignant neoplasms (C00-C97)	GR130-024	316	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Leukemia (C91-C95)	GR130-026	128	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	187	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	152	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	361	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Anemias (D50-D64)	GR130-030	51	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	208	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	102	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	747	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Nutritional deficiencies (E40-E64)	GR130-035	30	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Cystic fibrosis (E84)	GR130-036	25	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	196	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	487	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Diseases of the nervous system (G00-G98)	GR130-039	1558	22969673	0.1
	Large Central Metro	1	28-364 days	28-364d	"#Meningitis (G00,G03)"	GR130-040	295	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	52	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Infantile cerebral palsy (G80)	GR130-042	36	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	235	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	940	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Diseases of the ear and mastoid process (H60-H93)	GR130-045	22	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Diseases of the circulatory system (I00-I99)	GR130-046	2259	22969673	0.1
	Large Central Metro	1	28-364 days	28-364d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	453	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	89	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Cardiomyopathy (I42)	GR130-049	377	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Cardiac arrest (I46)	GR130-050	59	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Cerebrovascular diseases (I60-I69)	GR130-051	657	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	624	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	3227	22969673	0.1
	Large Central Metro	1	28-364 days	28-364d	#Acute upper respiratory infections (J00-J06)	GR130-054	52	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Influenza and pneumonia (J09-J18)	GR130-055	1296	22969673	0.1
	Large Central Metro	1	28-364 days	28-364d	Influenza (J09-J11)	GR130-056	98	22969673	0
	Large Central Metro	1	28-364 days	28-364d	Pneumonia (J12-J18)	GR130-057	1198	22969673	0.1
	Large Central Metro	1	28-364 days	28-364d	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	243	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	100	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Asthma (J45-J46)	GR130-060	29	22969673	0
	Large Central Metro	1	28-364 days	28-364d	#Pneumonitis due to solids and liquids (J69)	GR130-061	51	22969673	0
	Large Central Metro	1	28-364 days	28-364d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	1456	22969673	0.1
